Date,Country,Plastic_Waste_Tons,Burned_Waste_Tons,Population_Affected
23/01/2024,Brazil,3170.68,394.67,60685
24/01/2024,Mexico,325.03,2040.41,51223
25/01/2024,USA,1140.89,861.18,93718
26/01/2024,China,684.34,1174.82,98211
28/01/2024,Brazil,1611.99,1100.73,58714
28/01/2024,Brazil,2869.31,3043.72,62444
29/01/2024,Brazil,5115.41,967.94,52586
29/01/2024,Philippines,3856.42,584.88,9111
29/01/2024,Nigeria,2133.99,81.73,84531
29/01/2024,Mexico,1556.32,2055.9,58365
29/01/2024,Nigeria,575.14,1761.65,84577
29/01/2024,Russia,2658.59,953.65,70715
30/01/2024,Philippines,5195.71,806.49,17676
31/01/2024,USA,868.5,1500.2,87220
01/02/2024,Mexico,1154.21,414.94,36206
02/02/2024,USA,2080.22,1843.54,68863
02/02/2024,Germany,1071.32,1519.55,88943
02/02/2024,China,1965.19,379.37,21538
03/02/2024,India,825.63,1317.51,68539
03/02/2024,Indonesia,1698.51,1614,70317
03/02/2024,USA,1063.05,1637.97,13980
05/02/2024,Mexico,1473.66,1134.13,43620
06/02/2024,Indonesia,371.05,757.64,87995
06/02/2024,Russia,2092.61,478.79,80906
07/02/2024,Germany,1129.52,1308.06,84738
07/02/2024,Indonesia,954.51,1056.42,90194
08/02/2024,Philippines,4161.89,1585.81,13725
